,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
COA4,466.0,748.0,455.0,735.0,743.5
ERGIC2,472.0,397.0,347.0,445.0,415.0
GMIP,728.0,697.0,840.0,796.0,723.5
GMPR2,238.0,347.0,252.0,523.5,374.5
CD320,437.0,665.0,578.0,618.5,608.0
ECSIT,723.0,973.0,660.0,845.0,872.0
SLC15A3,72.0,64.0,62.0,81.5,65.5
TIMMDC1,1039.0,2022.0,958.0,1873.0,1615.0
FKBP11,0.0,0.0,0.0,3.0,1.0
ZDHHC3,1394.0,2188.0,1468.0,2091.0,2087.5
FAM13B,95.0,136.0,53.0,90.0,135.5
FAM53C,516.0,460.0,341.0,437.5,528.0
SLC25A37,4087.0,5958.0,4381.0,5567.0,5230.5
KRCC1,4.0,8.0,3.0,16.5,13.5
PLAC8,1185.0,1361.0,841.0,1446.0,1322.5
PHF21A,362.0,586.0,293.0,436.0,513.5
MRPL35,714.0,821.0,625.0,892.5,874.5
RSRC1,12.0,20.0,10.0,17.5,19.0
MEX3C,96.0,116.0,90.0,154.5,115.0
AMZ2,77.0,116.0,84.0,147.0,118.0
WAC,1662.0,2164.0,1499.0,2264.0,2240.5
SPG21,254.0,414.0,341.0,496.0,387.0
ARL17A,283.0,181.0,186.0,206.0,205.0
ARL6IP4,1299.0,1910.0,1309.0,1709.0,1781.0
TNFRSF12A,18.0,14.0,16.0,9.0,23.5
ZNF771,9.0,25.0,21.0,25.0,24.5
NGRN,167.0,166.0,165.0,196.0,178.0
THEM6,324.0,299.0,302.0,307.0,319.5
MS4A4A,5.0,2.0,3.0,7.5,3.0
CRNKL1,380.0,432.0,500.0,376.5,416.5
ZBTB7A,6328.0,3825.0,3427.0,4720.5,4087.0
FZR1,558.0,624.0,514.0,657.0,644.5
TAOK3,1333.0,1292.0,861.0,1177.0,1372.0
ZNF117,2.0,15.0,8.0,11.5,8.0
MBTPS2,48.0,44.0,55.0,62.0,46.5
CDC40,141.0,201.0,124.0,241.5,200.0
UBR5,443.0,974.0,529.0,975.5,888.5
POP5,485.0,614.0,388.0,590.5,576.5
TEX264,140.0,276.0,138.0,277.0,230.0
POMP,8762.0,9899.0,8091.0,9350.5,9536.0
TMA7,4321.0,6903.0,4419.0,6674.0,6524.5
MRPS17,519.0,395.0,366.0,520.0,440.5
ATRAID,352.0,460.0,310.0,411.0,409.0
UCHL5,1336.0,960.0,827.0,1208.5,1058.5
CRLF3,47.0,32.0,30.0,54.0,35.0
CSAD,11.0,22.0,12.0,16.0,18.0
ATP6V1D,198.0,274.0,196.0,235.0,254.0
ZNF589,205.0,255.0,166.0,219.5,212.0
EIF3L,6884.0,10097.0,7347.0,8482.0,8521.5
NIP7,393.0,375.0,305.0,356.5,343.0
RWDD1,506.0,921.0,335.0,1010.5,895.0
AIG1,176.0,249.0,179.0,321.5,241.5
TRPV2,174.0,255.0,158.0,214.5,238.0
COMMD10,51.0,105.0,58.0,135.5,109.0
WDR83OS,2859.0,3628.0,2725.0,3748.0,3601.5
TRAPPC4,646.0,927.0,940.0,671.0,807.5
PPME1,127.0,208.0,98.0,185.5,170.5
NOL7,3440.0,3600.0,2316.0,3940.0,3924.0
HEMK1,131.0,153.0,113.0,179.5,159.5
BIN2,311.0,471.0,246.0,747.5,458.5
PRKAG2,64.0,85.0,32.0,80.0,74.0
POLK,137.0,74.0,159.0,165.5,137.5
ZNF107,52.0,35.0,63.0,73.0,80.5
DDX41,1154.0,1724.0,1719.0,1267.0,1615.5
SNX9,9.0,18.0,1.0,5.5,12.5
SUCO,242.0,180.0,132.0,256.0,198.0
ANAPC5,1163.0,1159.0,992.0,1114.5,1221.5
ANAPC7,569.0,732.0,545.0,646.5,665.5
FAM8A1,71.0,45.0,49.0,67.0,55.0
YTHDF2,1150.0,1347.0,976.0,1219.5,1285.0
RNF138,169.0,255.0,137.0,313.0,261.0
IP6K2,324.0,336.0,303.0,305.0,375.0
PCYOX1,447.0,399.0,331.0,355.5,401.5
LCMT1,271.0,416.0,357.0,224.0,285.0
REV1,240.0,193.0,183.0,220.5,184.5
SFMBT1,58.0,66.0,43.0,77.5,54.0
GPR89B,110.0,106.0,100.0,142.5,111.5
UBE2J1,931.0,1037.0,673.0,1141.0,1030.5
EVL,216.0,352.0,301.0,298.5,295.5
LIMA1,245.0,309.0,123.0,354.0,300.0
HSD17B7,20.0,8.0,7.0,8.5,6.5
ANKFY1,382.0,771.0,398.0,771.0,728.0
SPOUT1,178.0,303.0,239.0,232.0,305.0
NOP16,2076.0,2024.0,1558.0,2354.5,2161.5
RTCB,1010.0,1662.0,1198.0,1487.0,1497.0
HACD3,351.0,383.0,277.0,470.0,389.0
CTDSPL2,365.0,352.0,343.0,408.0,391.0
NELFCD,338.0,471.0,279.0,506.5,446.0
TRIAP1,3501.0,4071.0,3876.0,3108.5,3639.0
HIKESHI,60.0,64.0,42.0,93.0,73.0
CWC15,306.0,335.0,165.0,297.5,330.5
TRMT112,2457.0,3912.0,2880.0,3221.5,3358.5
UFC1,5920.0,6460.0,7111.0,5510.0,6151.5
RTF2,926.0,1477.0,1113.0,1064.5,1279.5
CHMP5,252.0,431.0,262.0,547.5,448.5
GTSE1,707.0,744.0,489.0,653.0,749.5
DTL,407.0,332.0,419.0,377.0,377.5
NCKIPSD,49.0,90.0,92.0,98.0,92.0
LARS1,984.0,1536.0,1135.0,1304.0,1379.5
TMEM14C,224.0,412.0,127.0,592.0,430.0
CXXC5,1290.0,1764.0,1279.0,1275.0,1374.5
TMEM138,114.0,164.0,105.0,121.0,169.0
OSER1,129.0,76.0,139.0,93.0,99.5
GSKIP,46.0,52.0,31.0,58.0,54.5
JKAMP,50.0,58.0,16.0,137.0,77.5
ANAPC11,2405.0,2755.0,2128.0,2570.5,2703.0
ZC3HC1,826.0,890.0,779.0,768.0,834.0
TRMO,95.0,77.0,70.0,118.5,113.0
PHF7,81.0,83.0,70.0,98.5,99.5
VTA1,848.0,1121.0,729.0,1143.0,1168.5
PPHLN1,785.0,988.0,636.0,992.5,1032.5
MTFP1,1081.0,1358.0,1101.0,1150.5,1210.5
ZCCHC17,360.0,300.0,277.0,434.5,361.0
SCLY,86.0,250.0,104.0,240.5,248.5
VPS54,29.0,51.0,6.0,37.0,32.5
ZNF581,331.0,386.0,459.0,354.0,387.5
SIRT7,1241.0,1441.0,1822.0,1420.0,1399.0
SIRT6,1066.0,1414.0,1079.0,1114.0,1270.5
CINP,117.0,150.0,130.0,127.0,162.5
RAB14,1559.0,2229.0,1571.0,1810.5,1963.0
NT5DC3,44.0,82.0,38.0,50.5,83.0
IL23A,75.0,48.0,43.0,90.0,49.5
MBIP,26.0,13.0,14.0,32.5,19.0
HDAC7,3355.0,3536.0,2712.0,2999.0,3378.0
ARMCX3,168.0,196.0,116.0,216.0,202.5
TDP2,98.0,87.0,36.0,166.5,90.5
UFM1,495.0,569.0,340.0,562.0,516.0
FAM49B,9767.0,12464.0,9280.0,11777.5,11921.5
GDE1,1430.0,1388.0,1071.0,1305.0,1431.0
LARP7,183.0,140.0,88.0,217.5,161.0
ESF1,95.0,124.0,101.0,165.0,118.0
AZIN1,926.0,1432.0,736.0,1755.5,1491.0
PCF11,192.0,221.0,153.0,164.5,236.0
MED15,155.0,242.0,169.0,256.0,242.5
PIAS4,565.0,940.0,564.0,837.5,768.5
TRIM33,226.0,408.0,149.0,437.0,391.0
SRRT,904.0,1502.0,859.0,1088.0,1245.5
NBAS,568.0,680.0,346.0,472.5,540.0
CUTA,261.0,342.0,257.0,363.5,309.5
LSR,1.0,7.0,0.0,7.0,2.0
LIPT1,12.0,3.0,11.0,2.5,4.0
NOP58,243.0,467.0,216.0,448.0,444.0
EEF1AKNMT,200.0,294.0,208.0,310.0,311.0
PIGT,2984.0,3451.0,2946.0,2999.5,3406.5
TRMT6,236.0,323.0,185.0,448.5,304.0
ATP6V1H,123.0,178.0,110.0,197.5,154.0
GET4,282.0,511.0,246.0,379.5,358.0
DPH5,138.0,249.0,168.0,208.0,220.5
ERGIC3,420.0,470.0,354.0,391.5,464.0
TAF9B,138.0,144.0,144.0,167.5,151.0
UBE2D4,37.0,35.0,37.0,36.0,32.5
KLF13,364.0,466.0,253.0,628.5,455.5
CCZ1,536.0,950.0,373.0,971.5,864.5
DYNC2LI1,79.0,184.0,65.0,147.5,130.5
SLC25A39,907.0,1230.0,1035.0,988.5,1155.0
LUC7L2,2373.0,4351.0,1807.0,4853.0,4034.0
OTUD6B,101.0,112.0,78.0,154.5,126.0
RBMX2,163.0,292.0,215.0,239.0,218.0
DHRS7,131.0,162.0,79.0,289.0,231.5
RTRAF,1965.0,2268.0,1813.0,2289.5,2270.5
SF3B6,577.0,873.0,520.0,909.0,838.5
MRPL48,318.0,502.0,441.0,351.0,401.0
TMBIM4,689.0,625.0,446.0,694.0,640.0
PPIL1,2430.0,1911.0,1684.0,2211.0,1978.5
YPEL5,105.0,96.0,66.0,113.0,98.0
CIAO2B,522.0,897.0,644.0,832.5,888.0
MRPS23,243.0,378.0,235.0,423.5,350.0
MRPS33,1101.0,1239.0,1114.0,1440.0,1276.0
PTRH2,214.0,181.0,133.0,171.0,171.5
CHMP3,2407.0,2311.0,2080.0,2148.0,2232.0
CDK5RAP1,449.0,547.0,528.0,424.5,555.5
RASD1,1.0,2.0,0.0,3.0,5.5
STYXL1,575.0,631.0,553.0,668.0,620.5
GINS2,424.0,496.0,395.0,503.5,511.5
MPC1,701.0,564.0,410.0,645.5,608.5
FKBP7,9.0,12.0,12.0,10.0,12.0
ZFR,460.0,789.0,292.0,923.0,719.5
ASB1,846.0,955.0,933.0,930.0,890.0
NUB1,382.0,586.0,457.0,587.0,566.5
HSPB11,165.0,221.0,126.0,263.0,232.0
SARAF,943.0,1463.0,625.0,1796.0,1468.5
ASB2,21.0,21.0,13.0,21.5,19.5
MPP6,155.0,188.0,102.0,217.0,196.5
SUFU,119.0,156.0,152.0,152.5,128.5
LSM7,2487.0,3287.0,2623.0,2897.5,3083.0
LSM8,442.0,595.0,377.0,716.0,579.0
CPSF3,510.0,510.0,537.0,488.0,523.0
TRAPPC2L,2853.0,3784.0,3454.0,3150.5,3570.0
HECA,561.0,495.0,404.0,633.5,584.0
VPS29,494.0,970.0,456.0,871.0,859.0
NLK,81.0,87.0,100.0,95.5,89.5
ACSL5,139.0,152.0,113.0,180.5,165.0
CYB5R1,115.0,200.0,118.0,140.0,152.5
ZNF44,123.0,93.0,78.0,85.0,99.0
SELENOT,1091.0,1899.0,920.0,2053.5,1916.5
RAB23,53.0,67.0,33.0,61.0,68.0
CAB39,189.0,242.0,123.0,328.5,225.5
UIMC1,30.0,57.0,45.0,106.5,74.0
DNAJB11,1501.0,1656.0,1339.0,1831.0,1793.0
CMPK1,347.0,502.0,262.0,725.5,516.0
POLR3K,1032.0,1776.0,974.0,1677.0,1508.0
WBP11,565.0,730.0,402.0,844.0,722.0
UPB1,64.0,60.0,50.0,62.0,60.5
MSRB1,1222.0,1368.0,1245.0,1181.0,1213.0
RAPGEF6,24.0,39.0,14.0,40.0,45.5
WWOX,41.0,67.0,69.0,85.5,70.0
ARID4B,879.0,625.0,429.0,610.5,635.0
CD244,120.0,104.0,111.0,130.5,122.5
LUC7L3,884.0,1522.0,1138.0,1215.0,1308.0
ERAP1,69.0,163.0,93.0,132.0,122.0
CDK12,630.0,652.0,426.0,610.0,647.0
C9orf78,1315.0,2420.0,1224.0,2520.5,2384.0
ATP8A2,12.0,24.0,7.0,8.0,13.5
RAB8B,75.0,79.0,47.0,119.5,95.5
INPP5K,86.0,142.0,113.0,83.5,120.5
STK26,192.0,188.0,131.0,255.0,189.0
TM7SF3,1044.0,1916.0,787.0,2140.0,1853.5
RSF1,12.0,22.0,8.0,24.5,22.0
MAP3K20,1054.0,1089.0,927.0,1012.5,1096.0
KDM3B,162.0,228.0,121.0,290.5,203.5
COQ3,142.0,136.0,105.0,128.5,135.0
TUBA8,37.0,31.0,11.0,36.5,33.5
PHAX,585.0,480.0,461.0,634.0,579.0
GALNT7,111.0,77.0,47.0,142.0,80.0
ADA2,88.0,142.0,123.0,108.0,133.5
BCL11A,1082.0,860.0,784.0,831.5,867.5
BTBD1,37.0,58.0,18.0,33.5,53.5
SPA17,13.0,17.0,21.0,33.5,21.0
NUDT9,37.0,89.0,42.0,87.0,75.5
ZFYVE1,192.0,287.0,189.0,195.0,242.5
PANK1,60.0,84.0,46.0,71.5,65.0
NUP54,71.0,69.0,34.0,97.0,78.5
TPCN1,309.0,573.0,372.0,538.5,543.0
STX18,66.0,131.0,72.0,98.0,102.5
MBD3,2972.0,3230.0,2608.0,3291.0,3206.0
ADAM22,6.0,9.0,1.0,4.5,10.5
PTOV1,468.0,745.0,504.0,728.0,713.5
S1PR5,23.0,35.0,11.0,37.5,23.5
FXYD5,749.0,784.0,555.0,896.5,791.5
GPR84,13.0,21.0,12.0,30.0,17.5
IL20RB,17.0,18.0,8.0,14.5,24.0
FGFRL1,98.0,77.0,60.0,83.5,87.0
C11orf24,277.0,408.0,310.0,368.0,369.0
TRIM34,3.0,5.0,4.0,5.5,7.0
RAB4B,43.0,57.0,56.0,63.5,66.0
RAB24,714.0,862.0,737.0,696.5,744.0
PELO,87.0,30.0,63.0,39.0,52.5
PPIL3,44.0,62.0,38.0,105.5,68.0
CSNK1G1,273.0,297.0,250.0,259.0,310.0
CPSF2,308.0,384.0,234.0,349.0,392.0
BRWD1,226.0,244.0,177.0,236.0,219.0
SLC37A1,21.0,56.0,17.0,67.0,54.5
C21orf58,191.0,374.0,245.0,369.0,354.0
YBEY,160.0,143.0,89.0,155.5,141.0
SMIM11A,291.0,184.0,157.0,249.5,209.5
MIS18A,571.0,709.0,448.0,766.0,705.5
SETD4,139.0,173.0,138.0,206.5,165.5
GSAP,51.0,85.0,23.0,101.5,88.5
POLE3,6105.0,6298.0,4771.0,6033.0,6449.5
CHRAC1,486.0,945.0,501.0,953.0,920.5
MRPL39,27.0,44.0,5.0,75.0,53.5
C21orf91,180.0,61.0,65.0,100.5,103.5
DCUN1D1,188.0,238.0,193.0,259.0,243.0
NANS,140.0,147.0,133.0,148.5,153.5
CYCS,3027.0,4067.0,2671.0,4306.5,4310.5
TREM2,170.0,213.0,116.0,184.0,204.5
TREM1,30.0,16.0,11.0,25.0,12.0
GPR85,128.0,119.0,136.0,150.0,103.0
GNG2,57.0,68.0,40.0,110.5,58.0
GDAP1,87.0,90.0,85.0,103.5,102.0
DPM3,279.0,430.0,438.0,231.5,377.5
TERF2IP,978.0,997.0,731.0,935.5,1026.5
SLC38A2,673.0,480.0,480.0,483.0,539.5
SIAE,54.0,44.0,22.0,76.0,48.0
DNAJC10,340.0,432.0,263.0,467.0,437.5
YIPF1,236.0,263.0,229.0,292.5,284.5
GAR1,725.0,1077.0,635.0,1283.5,1045.0
SSH1,176.0,231.0,159.0,168.0,235.0
SH3TC1,23.0,27.0,31.0,7.0,26.0
GFOD1,336.0,568.0,315.0,471.5,493.0
RBM27,194.0,270.0,180.0,358.5,279.5
SASH3,175.0,140.0,108.0,150.0,129.5
KCTD5,82.0,157.0,61.0,292.5,223.0
ANLN,129.0,206.0,47.0,227.0,190.5
ATAD2B,491.0,359.0,241.0,355.5,367.0
FBXO42,63.0,75.0,85.0,81.5,92.5
PRR13,3417.0,5139.0,4124.0,4258.5,4341.5
MRPS21,2975.0,4149.0,3831.0,2805.5,3566.5
FBXW5,2253.0,2720.0,2410.0,2374.0,2530.0
CCSER2,31.0,50.0,19.0,40.5,53.0
XRN1,89.0,110.0,88.0,122.5,106.0
ETAA1,23.0,13.0,13.0,13.5,14.5
ANKIB1,108.0,104.0,95.0,147.0,102.5
MIOS,45.0,37.0,46.0,48.0,50.5
ZFAND6,614.0,1036.0,517.0,1140.5,1027.5
ARMCX6,81.0,109.0,135.0,101.5,101.5
MIEF1,1722.0,1482.0,1450.0,1373.5,1467.0
TOLLIP,880.0,1374.0,976.0,1051.0,1163.5
NLE1,497.0,562.0,536.0,553.0,561.5
RNF216,330.0,468.0,359.0,478.0,433.0
PLEKHA5,63.0,88.0,45.0,62.5,76.0
PIMREG,74.0,83.0,33.0,93.5,84.0
CHPF2,329.0,351.0,275.0,325.5,370.5
TRMT13,31.0,30.0,18.0,44.5,29.0
DGCR8,310.0,296.0,361.0,282.5,299.5
OTULINL,290.0,197.0,201.0,232.0,199.0
NEURL1B,5.0,6.0,8.0,4.0,6.0
C11orf71,53.0,32.0,43.0,23.0,29.5
TMX3,201.0,352.0,177.0,495.0,349.0
PRMT7,112.0,133.0,108.0,157.0,116.5
HEATR5B,94.0,178.0,66.0,167.5,174.0
SMOX,90.0,183.0,121.0,124.0,90.5
TMCO1,1658.0,1632.0,1234.0,1802.0,1704.0
RBM47,46.0,72.0,32.0,81.0,57.0
ZDHHC13,7.0,9.0,3.0,11.0,10.0
DHX29,123.0,199.0,80.0,156.0,188.0
RHOF,110.0,144.0,194.0,147.0,142.0
EXOSC4,959.0,853.0,964.0,791.5,919.0
MTRF1L,343.0,533.0,342.0,549.5,603.5
PUS7,58.0,76.0,37.0,124.0,78.0
APBB1IP,129.0,286.0,138.0,256.0,252.5
CCDC93,260.0,574.0,295.0,482.5,511.5
WDR44,41.0,47.0,26.0,50.5,56.0
ANKRD16,52.0,50.0,40.0,46.5,50.5
ASNSD1,18.0,1.0,9.0,11.5,5.0
MIER2,16.0,21.0,20.0,30.0,22.5
USP53,4.0,7.0,0.0,10.0,10.0
MRPL50,64.0,69.0,51.0,134.0,80.5
CCHCR1,682.0,987.0,867.0,945.0,967.0
EXOC6,58.0,133.0,38.0,119.0,101.0
SHLD2,397.0,484.0,371.0,519.0,545.5
NDUFB11,749.0,815.0,821.0,774.5,830.0
FAM193B,50.0,105.0,63.0,79.5,105.5
DDIT4,111.0,37.0,68.0,24.0,86.5
RC3H2,33.0,29.0,32.0,29.0,29.5
TOMM7,8713.0,11428.0,9604.0,9289.5,9575.5
MTMR12,93.0,114.0,88.0,112.0,119.0
GNL3L,1453.0,1241.0,1038.0,1282.5,1272.0
MIR4453HG,3.0,0.0,16.0,0.5,2.0
WDR5B,17.0,8.0,23.0,32.5,17.0
DDX49,1431.0,1896.0,1852.0,1635.5,1725.5
ING3,436.0,403.0,225.0,368.0,437.0
SGTB,17.0,28.0,22.0,23.5,27.5
EPB41L4B,14.0,42.0,20.0,36.0,33.0
EGLN1,194.0,149.0,87.0,189.5,154.0
GNB1L,60.0,74.0,68.0,66.5,68.5
LZTFL1,127.0,227.0,176.0,233.5,216.0
NDFIP2,297.0,350.0,216.0,411.5,346.0
DDX56,221.0,380.0,269.0,320.0,359.0
INO80,530.0,376.0,371.0,383.0,401.5
CCNJ,39.0,10.0,16.0,21.0,20.5
VSIG10,363.0,370.0,270.0,451.5,398.0
ARL15,3.0,5.0,4.0,9.5,5.0
PAF1,712.0,782.0,630.0,739.5,715.5
PARP14,161.0,255.0,143.0,235.0,230.0
MAP10,17.0,10.0,19.0,13.5,13.5
MINDY2,212.0,169.0,250.0,242.0,199.5
TBC1D13,378.0,483.0,438.0,449.0,431.5
WDR74,170.0,197.0,133.0,135.5,198.5
TMEM106B,153.0,157.0,96.0,197.0,155.0
RSBN1,343.0,351.0,278.0,347.5,351.0
CRLS1,262.0,388.0,215.0,531.0,397.5
GTPBP2,35.0,21.0,9.0,59.5,28.5
CROT,37.0,29.0,21.0,44.5,31.5
ZNHIT6,194.0,170.0,117.0,264.0,190.0
P4HTM,23.0,42.0,61.0,36.0,40.0
MANSC1,20.0,32.0,10.0,28.5,28.0
PDP1,173.0,78.0,128.0,138.5,112.0
GPN2,102.0,111.0,88.0,116.0,104.0
MARCHF5,297.0,580.0,290.0,523.5,449.0
OTUD4,184.0,201.0,132.0,194.0,183.0
TMED9,14070.0,18605.0,12827.0,19953.5,19080.0
SLC35F2,148.0,119.0,87.0,138.0,129.5
MPHOSPH8,425.0,533.0,365.0,517.5,522.0
XAF1,686.0,529.0,416.0,466.5,486.0
LEPROT,206.0,204.0,154.0,280.5,222.5
EPDR1,29.0,35.0,22.0,72.5,31.5
FBLIM1,5.0,5.0,4.0,2.0,5.0
KLHDC4,308.0,342.0,274.0,359.0,316.0
ZRANB1,81.0,50.0,66.0,58.0,60.5
TRIM44,1098.0,1258.0,1069.0,1298.0,1209.0
PPP1R12C,1408.0,2512.0,1750.0,1889.0,2002.0
RNF111,49.0,92.0,33.0,57.5,58.0
NSMCE4A,341.0,350.0,340.0,454.0,379.5
ALKBH4,205.0,179.0,156.0,157.5,129.5
BORCS6,447.0,455.0,453.0,400.5,483.0
DNAJB12,355.0,328.0,215.0,336.5,330.5
TET2,103.0,146.0,56.0,124.5,123.0
KCTD9,516.0,393.0,302.0,532.0,431.0
TRPM4,246.0,395.0,285.0,361.0,345.0
MED18,156.0,79.0,121.0,116.5,98.5
MBTD1,36.0,51.0,20.0,69.5,55.0
KLHL24,216.0,159.0,156.0,147.5,180.0
HAUS6,315.0,235.0,226.0,351.0,310.0
TRIT1,116.0,178.0,54.0,191.5,173.5
CNNM2,57.0,51.0,41.0,61.0,51.0
AHI1,214.0,244.0,194.0,268.0,243.5
ZNF586,2.0,6.0,9.0,4.5,6.5
DYM,131.0,201.0,94.0,235.0,196.0
SAMD9,110.0,44.0,73.0,74.0,48.0
ZNF562,132.0,92.0,127.0,82.5,82.0
AFTPH,581.0,462.0,293.0,568.0,516.0
KLHL28,76.0,81.0,44.0,53.0,87.5
QPCTL,8.0,11.0,7.0,30.5,15.0
GATAD2A,778.0,1032.0,656.0,1060.0,1042.5
ZNF280D,45.0,52.0,29.0,81.5,57.0
ZCCHC10,505.0,381.0,358.0,321.5,379.0
NDE1,219.0,272.0,165.0,250.5,269.5
ERCC6L,38.0,49.0,16.0,54.0,38.0
TRPM7,1019.0,1546.0,849.0,1810.5,1555.0
SWT1,6.0,13.0,6.0,15.5,13.5
GIN1,31.0,16.0,8.0,15.5,16.0
BCAS3,27.0,9.0,16.0,24.0,17.0
NUP62CL,12.0,8.0,3.0,9.0,7.0
VPS13C,216.0,204.0,198.0,266.5,246.5
GDAP2,116.0,95.0,99.0,132.0,102.5
BSPRY,147.0,152.0,168.0,134.0,146.0
WBP1L,322.0,402.0,383.0,360.5,399.0
APTX,774.0,857.0,673.0,903.0,850.5
BIVM,437.0,521.0,316.0,476.5,460.5
MFSD6,19.0,9.0,7.0,18.5,9.0
SIDT1,4.0,2.0,1.0,2.5,1.5
DEF8,164.0,162.0,134.0,172.5,165.0
FBXL12,80.0,122.0,68.0,108.5,141.0
ANKRD49,229.0,133.0,119.0,131.5,169.0
PAQR5,69.0,49.0,24.0,58.0,48.0
WDR55,86.0,80.0,102.0,98.0,108.5
TENT5C,130.0,73.0,63.0,100.0,92.0
GON4L,145.0,187.0,171.0,152.5,199.5
PGPEP1,896.0,791.0,730.0,848.0,843.5
ELP6,251.0,261.0,191.0,263.5,241.0
SNRK,131.0,119.0,136.0,101.0,126.5
CC2D1A,36.0,61.0,45.0,70.0,64.0
TOR4A,1376.0,898.0,773.0,1133.0,1013.0
GPATCH4,2266.0,1511.0,1663.0,1555.0,1630.0
TMEM214,283.0,367.0,279.0,314.0,330.5
TMEM104,154.0,221.0,152.0,197.5,220.5
EPS8L1,406.0,567.0,484.0,487.0,532.5
QRICH1,165.0,186.0,160.0,185.0,207.5
PIGG,52.0,43.0,32.0,64.0,49.0
CNTLN,301.0,233.0,202.0,305.0,244.5
DCAF16,828.0,950.0,791.0,938.0,982.0
ZCCHC2,355.0,204.0,180.0,198.5,207.5
DPP8,361.0,446.0,287.0,540.0,491.0
ST7L,72.0,93.0,82.0,100.0,94.5
BCOR,339.0,445.0,231.0,350.5,447.0
TEX10,90.0,119.0,70.0,134.5,109.5
ANKHD1,157.0,242.0,118.0,227.5,178.5
CWC25,674.0,626.0,470.0,587.5,624.5
RETSAT,742.0,931.0,580.0,958.5,1006.0
UHRF1BP1,147.0,132.0,93.0,150.0,127.0
NSUN2,1142.0,2206.0,969.0,2265.0,2122.0
ALKBH5,548.0,818.0,479.0,941.0,812.5
INO80D,247.0,174.0,151.0,202.5,175.5
NCAPG2,592.0,710.0,372.0,1160.0,738.0
MTMR10,137.0,179.0,139.0,151.5,178.5
SLC66A1,107.0,97.0,97.0,104.0,120.0
CASZ1,35.0,43.0,22.0,29.0,42.5
ELOVL2,2.0,4.0,7.0,3.0,6.5
PXK,252.0,367.0,251.0,609.0,351.0
LAX1,0.0,4.0,0.0,4.0,1.0
CDKAL1,150.0,116.0,118.0,161.5,125.5
TTC19,1300.0,1229.0,958.0,1478.5,1404.5
MKS1,412.0,790.0,463.0,754.5,696.5
NSD3,377.0,463.0,363.0,457.5,436.5
TASOR2,67.0,64.0,47.0,93.5,65.0
SPDL1,194.0,284.0,120.0,376.5,295.0
SEMA4C,273.0,226.0,224.0,187.0,219.0
RPP25,243.0,392.0,208.0,328.0,342.5
FOCAD,157.0,275.0,116.0,295.0,254.5
YTHDF1,443.0,482.0,532.0,423.5,493.0
TMEM260,128.0,115.0,89.0,143.5,122.5
CMTM6,2268.0,2620.0,1650.0,2518.5,2605.0
DNAAF5,343.0,643.0,280.0,743.0,622.0
DUS2,43.0,53.0,43.0,74.0,60.5
CHTF8,2916.0,4209.0,3523.0,3227.0,3587.0
RASIP1,8.0,8.0,8.0,7.0,7.0
LIME1,18.0,62.0,42.0,48.5,43.0
ZSCAN32,20.0,30.0,15.0,18.0,46.5
UBE2R2,1040.0,1725.0,1366.0,1404.0,1430.0
CHCHD3,398.0,616.0,275.0,874.5,591.5
IMPAD1,1222.0,1401.0,885.0,1596.0,1533.0
TMEM161A,2067.0,1950.0,1864.0,2271.5,2043.0
HAUS4,281.0,417.0,249.0,536.0,423.0
TRMT10C,401.0,372.0,336.0,318.5,377.5
EXD3,46.0,49.0,32.0,53.5,49.0
KANSL2,60.0,58.0,30.0,73.0,93.0
DUSP23,520.0,485.0,371.0,487.5,485.5
ADPRHL2,405.0,463.0,358.0,440.0,504.5
SOHLH2,8.0,20.0,10.0,28.0,13.5
SARS2,535.0,798.0,512.0,659.0,714.5
COMMD4,321.0,505.0,366.0,501.5,457.0
OCIAD1,5579.0,9514.0,4068.0,9817.5,8816.5
RNF125,175.0,139.0,129.0,154.0,159.5
ABITRAM,18.0,8.0,6.0,20.0,17.0
SLC41A3,153.0,239.0,130.0,229.0,232.0
LPCAT2,120.0,149.0,97.0,183.0,157.5
MRPL16,192.0,355.0,93.0,561.5,367.5
SDHAF2,720.0,841.0,463.0,735.5,811.0
COMMD8,324.0,340.0,285.0,336.5,353.0
TRNAU1AP,300.0,338.0,280.0,409.5,350.5
ODR4,430.0,359.0,223.0,329.0,358.5
FAM120C,76.0,71.0,52.0,61.0,63.0
C1orf109,22.0,3.0,15.0,18.0,10.0
PARP16,52.0,64.0,25.0,99.5,75.0
TXNL4B,53.0,79.0,29.0,50.0,74.5
TMEM160,486.0,721.0,636.0,581.5,596.0
GEMIN8,199.0,215.0,172.0,209.5,224.5
SSH3,39.0,85.0,35.0,70.0,67.5
TIPIN,79.0,58.0,46.0,89.5,60.5
UCKL1,33.0,48.0,15.0,79.0,62.0
C1orf56,0.0,3.0,2.0,7.0,2.5
PIGX,507.0,565.0,447.0,587.5,576.0
TMEM70,736.0,984.0,617.0,968.0,993.0
HPF1,373.0,466.0,290.0,450.0,467.5
TTC12,19.0,9.0,17.0,29.5,15.0
BANP,291.0,381.0,229.0,277.0,369.0
INTS11,276.0,409.0,332.0,405.5,397.0
THG1L,987.0,1318.0,802.0,1156.0,1179.5
C20orf27,1324.0,1793.0,1269.0,1663.0,1592.5
SLC25A38,346.0,511.0,317.0,510.5,476.0
